ts,name,cpu,mem
14:27:03,lucky-star-mysql,12.36%,597.2MiB / 15.47GiB
14:27:03,lucky-star-grafana,0.03%,52.25MiB / 15.47GiB
14:27:03,lucky-star-prometheus,0.51%,65.01MiB / 15.47GiB
14:27:03,lucky-star-zookeeper,0.05%,134.4MiB / 15.47GiB
14:27:05,lucky-star-gateway-service,3.25%,517.5MiB / 15.47GiB
14:27:05,lucky-star-game-service,3.70%,983.5MiB / 15.47GiB
14:27:05,lucky-star-member-service,2.36%,702MiB / 15.47GiB
14:27:05,lucky-star-wallet-service,24.08%,892.4MiB / 15.47GiB
14:27:05,lucky-star-admin-service,6.13%,658.4MiB / 15.47GiB
14:27:05,lucky-star-rank-service,10.21%,630.7MiB / 15.47GiB
14:27:05,lucky-star-notification-service,3.23%,342.7MiB / 15.47GiB
14:27:05,lucky-star-kafka-ui,0.08%,282.4MiB / 15.47GiB
14:27:05,lucky-star-postgres,1.76%,824.5MiB / 15.47GiB
14:27:05,lucky-star-redis,4.94%,13.16MiB / 15.47GiB
14:27:05,lucky-star-kafka,18.62%,1.226GiB / 15.47GiB
14:27:05,lucky-star-mysql,22.04%,597.8MiB / 15.47GiB
14:27:05,lucky-star-grafana,0.03%,52.25MiB / 15.47GiB
14:27:05,lucky-star-prometheus,2.01%,65.24MiB / 15.47GiB
14:27:05,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:27:07,lucky-star-gateway-service,0.11%,517.5MiB / 15.47GiB
14:27:07,lucky-star-game-service,0.26%,983.4MiB / 15.47GiB
14:27:07,lucky-star-member-service,0.28%,701.5MiB / 15.47GiB
14:27:07,lucky-star-wallet-service,15.27%,892.7MiB / 15.47GiB
14:27:07,lucky-star-admin-service,4.37%,658.9MiB / 15.47GiB
14:27:07,lucky-star-rank-service,6.07%,631.4MiB / 15.47GiB
14:27:07,lucky-star-notification-service,1.49%,343.4MiB / 15.47GiB
14:27:07,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:27:07,lucky-star-postgres,1.47%,824.5MiB / 15.47GiB
14:27:07,lucky-star-redis,2.30%,12.19MiB / 15.47GiB
14:27:07,lucky-star-kafka,14.61%,1.226GiB / 15.47GiB
14:27:07,lucky-star-mysql,13.69%,597.7MiB / 15.47GiB
14:27:07,lucky-star-grafana,0.04%,52.25MiB / 15.47GiB
14:27:07,lucky-star-prometheus,0.42%,65.27MiB / 15.47GiB
14:27:07,lucky-star-zookeeper,0.05%,134.4MiB / 15.47GiB
14:27:10,lucky-star-gateway-service,0.66%,517.5MiB / 15.47GiB
14:27:10,lucky-star-game-service,0.34%,983.6MiB / 15.47GiB
14:27:10,lucky-star-member-service,1.29%,701.8MiB / 15.47GiB
14:27:10,lucky-star-wallet-service,19.32%,893.1MiB / 15.47GiB
14:27:10,lucky-star-admin-service,6.86%,657.7MiB / 15.47GiB
14:27:10,lucky-star-rank-service,5.16%,630.7MiB / 15.47GiB
14:27:10,lucky-star-notification-service,0.49%,342.7MiB / 15.47GiB
14:27:10,lucky-star-kafka-ui,0.07%,282.4MiB / 15.47GiB
14:27:10,lucky-star-postgres,1.86%,824.9MiB / 15.47GiB
14:27:10,lucky-star-redis,2.02%,12.45MiB / 15.47GiB
14:27:10,lucky-star-kafka,144.79%,1.303GiB / 15.47GiB
14:27:10,lucky-star-mysql,18.16%,597.4MiB / 15.47GiB
14:27:10,lucky-star-grafana,0.11%,52.25MiB / 15.47GiB
14:27:10,lucky-star-prometheus,1.90%,66.09MiB / 15.47GiB
14:27:10,lucky-star-zookeeper,0.10%,134.4MiB / 15.47GiB
14:27:12,lucky-star-gateway-service,0.11%,517.2MiB / 15.47GiB
14:27:12,lucky-star-game-service,0.32%,983.6MiB / 15.47GiB
14:27:12,lucky-star-member-service,0.18%,701.5MiB / 15.47GiB
14:27:12,lucky-star-wallet-service,14.57%,893.1MiB / 15.47GiB
14:27:12,lucky-star-admin-service,4.25%,658.4MiB / 15.47GiB
14:27:12,lucky-star-rank-service,6.23%,631.2MiB / 15.47GiB
14:27:12,lucky-star-notification-service,0.32%,343.4MiB / 15.47GiB
14:27:12,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:27:12,lucky-star-postgres,1.70%,824.7MiB / 15.47GiB
14:27:12,lucky-star-redis,2.27%,12.91MiB / 15.47GiB
14:27:12,lucky-star-kafka,13.92%,1.227GiB / 15.47GiB
14:27:12,lucky-star-mysql,11.92%,597.8MiB / 15.47GiB
14:27:12,lucky-star-grafana,0.03%,52.25MiB / 15.47GiB
14:27:12,lucky-star-prometheus,0.63%,65.25MiB / 15.47GiB
14:27:12,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:27:14,lucky-star-gateway-service,0.11%,517.2MiB / 15.47GiB
14:27:14,lucky-star-game-service,0.28%,983.6MiB / 15.47GiB
14:27:14,lucky-star-member-service,0.22%,702MiB / 15.47GiB
14:27:14,lucky-star-wallet-service,13.83%,893.3MiB / 15.47GiB
14:27:14,lucky-star-admin-service,3.77%,658.6MiB / 15.47GiB
14:27:14,lucky-star-rank-service,5.35%,630.9MiB / 15.47GiB
14:27:14,lucky-star-notification-service,0.30%,343.2MiB / 15.47GiB
14:27:14,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:27:14,lucky-star-postgres,1.44%,825.2MiB / 15.47GiB
14:27:14,lucky-star-redis,2.14%,12.67MiB / 15.47GiB
14:27:14,lucky-star-kafka,13.62%,1.226GiB / 15.47GiB
14:27:14,lucky-star-mysql,11.42%,597.4MiB / 15.47GiB
14:27:14,lucky-star-grafana,0.03%,52.25MiB / 15.47GiB
14:27:14,lucky-star-prometheus,0.34%,64.98MiB / 15.47GiB
14:27:14,lucky-star-zookeeper,0.05%,134.4MiB / 15.47GiB
14:27:16,lucky-star-gateway-service,3.34%,517.5MiB / 15.47GiB
14:27:16,lucky-star-game-service,4.28%,983.5MiB / 15.47GiB
14:27:16,lucky-star-member-service,2.62%,702.8MiB / 15.47GiB
14:27:16,lucky-star-wallet-service,23.57%,893.3MiB / 15.47GiB
14:27:16,lucky-star-admin-service,5.66%,658.2MiB / 15.47GiB
14:27:16,lucky-star-rank-service,9.45%,630.2MiB / 15.47GiB
14:27:16,lucky-star-notification-service,3.66%,343.5MiB / 15.47GiB
14:27:16,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:27:16,lucky-star-postgres,1.70%,824.5MiB / 15.47GiB
14:27:16,lucky-star-redis,4.64%,12.68MiB / 15.47GiB
14:27:16,lucky-star-kafka,17.40%,1.226GiB / 15.47GiB
14:27:16,lucky-star-mysql,20.11%,597.1MiB / 15.47GiB
14:27:16,lucky-star-grafana,0.05%,52.25MiB / 15.47GiB
14:27:16,lucky-star-prometheus,0.99%,65.5MiB / 15.47GiB
14:27:16,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:27:18,lucky-star-gateway-service,0.12%,517.2MiB / 15.47GiB
14:27:18,lucky-star-game-service,0.87%,984.5MiB / 15.47GiB
14:27:18,lucky-star-member-service,0.17%,701.3MiB / 15.47GiB
14:27:18,lucky-star-wallet-service,13.53%,893.5MiB / 15.47GiB
14:27:18,lucky-star-admin-service,3.20%,658.4MiB / 15.47GiB
14:27:18,lucky-star-rank-service,4.94%,631.1MiB / 15.47GiB
14:27:18,lucky-star-notification-service,0.74%,343MiB / 15.47GiB
14:27:18,lucky-star-kafka-ui,0.05%,282.4MiB / 15.47GiB
14:27:18,lucky-star-postgres,1.41%,824.7MiB / 15.47GiB
14:27:18,lucky-star-redis,2.01%,13.16MiB / 15.47GiB
14:27:18,lucky-star-kafka,12.02%,1.227GiB / 15.47GiB
14:27:18,lucky-star-mysql,11.53%,597.5MiB / 15.47GiB
14:27:18,lucky-star-grafana,0.08%,52.25MiB / 15.47GiB
14:27:18,lucky-star-prometheus,0.88%,65.98MiB / 15.47GiB
14:27:18,lucky-star-zookeeper,0.05%,134.4MiB / 15.47GiB
14:27:20,lucky-star-gateway-service,0.52%,517.5MiB / 15.47GiB
14:27:20,lucky-star-game-service,0.32%,983.4MiB / 15.47GiB
14:27:20,lucky-star-member-service,1.18%,701.3MiB / 15.47GiB
14:27:20,lucky-star-wallet-service,15.02%,892.6MiB / 15.47GiB
14:27:20,lucky-star-admin-service,4.68%,658.6MiB / 15.47GiB
14:27:20,lucky-star-rank-service,5.99%,630.7MiB / 15.47GiB
14:27:20,lucky-star-notification-service,0.34%,343.4MiB / 15.47GiB
14:27:20,lucky-star-kafka-ui,0.07%,282.4MiB / 15.47GiB
14:27:20,lucky-star-postgres,1.43%,825MiB / 15.47GiB
14:27:20,lucky-star-redis,2.41%,12.93MiB / 15.47GiB
14:27:20,lucky-star-kafka,14.65%,1.227GiB / 15.47GiB
14:27:20,lucky-star-mysql,12.91%,598.4MiB / 15.47GiB
14:27:20,lucky-star-grafana,0.07%,52.25MiB / 15.47GiB
14:27:20,lucky-star-prometheus,1.62%,65.91MiB / 15.47GiB
14:27:20,lucky-star-zookeeper,0.06%,134.6MiB / 15.47GiB
14:27:22,lucky-star-gateway-service,0.13%,517.2MiB / 15.47GiB
14:27:22,lucky-star-game-service,0.17%,983.4MiB / 15.47GiB
14:27:22,lucky-star-member-service,0.22%,701.3MiB / 15.47GiB
14:27:22,lucky-star-wallet-service,17.83%,892.4MiB / 15.47GiB
14:27:22,lucky-star-admin-service,4.95%,658.4MiB / 15.47GiB
14:27:22,lucky-star-rank-service,6.93%,631.4MiB / 15.47GiB
14:27:22,lucky-star-notification-service,0.25%,343.4MiB / 15.47GiB
14:27:22,lucky-star-kafka-ui,0.10%,282.4MiB / 15.47GiB
14:27:22,lucky-star-postgres,1.49%,824.5MiB / 15.47GiB
14:27:22,lucky-star-redis,2.86%,12.45MiB / 15.47GiB
14:27:22,lucky-star-kafka,69.83%,1.226GiB / 15.47GiB
14:27:22,lucky-star-mysql,15.03%,598.7MiB / 15.47GiB
14:27:22,lucky-star-grafana,0.54%,52.49MiB / 15.47GiB
14:27:22,lucky-star-prometheus,0.00%,65.68MiB / 15.47GiB
14:27:22,lucky-star-zookeeper,0.05%,134.4MiB / 15.47GiB
14:27:24,lucky-star-gateway-service,0.12%,517.2MiB / 15.47GiB
14:27:24,lucky-star-game-service,1.16%,978.1MiB / 15.47GiB
14:27:24,lucky-star-member-service,0.79%,702MiB / 15.47GiB
14:27:24,lucky-star-wallet-service,13.92%,893.1MiB / 15.47GiB
14:27:24,lucky-star-admin-service,3.01%,658.7MiB / 15.47GiB
14:27:24,lucky-star-rank-service,6.04%,630.2MiB / 15.47GiB
14:27:24,lucky-star-notification-service,0.31%,342.9MiB / 15.47GiB
14:27:24,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:27:24,lucky-star-postgres,1.44%,824.2MiB / 15.47GiB
14:27:24,lucky-star-redis,2.27%,12.2MiB / 15.47GiB
14:27:24,lucky-star-kafka,11.57%,1.226GiB / 15.47GiB
14:27:24,lucky-star-mysql,12.54%,598.2MiB / 15.47GiB
14:27:24,lucky-star-grafana,0.03%,52.25MiB / 15.47GiB
14:27:24,lucky-star-prometheus,0.65%,65.89MiB / 15.47GiB
14:27:24,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:27:26,lucky-star-gateway-service,3.33%,517.3MiB / 15.47GiB
14:27:26,lucky-star-game-service,15.96%,969.5MiB / 15.47GiB
14:27:26,lucky-star-member-service,2.67%,702.1MiB / 15.47GiB
14:27:26,lucky-star-wallet-service,30.76%,893.7MiB / 15.47GiB
14:27:26,lucky-star-admin-service,7.05%,658.1MiB / 15.47GiB
14:27:26,lucky-star-rank-service,12.03%,630.9MiB / 15.47GiB
14:27:26,lucky-star-notification-service,5.36%,342.9MiB / 15.47GiB
14:27:26,lucky-star-kafka-ui,0.92%,282.4MiB / 15.47GiB
14:27:26,lucky-star-postgres,7.64%,824.5MiB / 15.47GiB
14:27:26,lucky-star-redis,3.57%,12.2MiB / 15.47GiB
14:27:26,lucky-star-kafka,30.57%,1.228GiB / 15.47GiB
14:27:26,lucky-star-mysql,19.64%,598.2MiB / 15.47GiB
14:27:26,lucky-star-grafana,0.03%,52.25MiB / 15.47GiB
14:27:26,lucky-star-prometheus,1.36%,65.71MiB / 15.47GiB
14:27:26,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:27:28,lucky-star-gateway-service,0.12%,517.2MiB / 15.47GiB
14:27:28,lucky-star-game-service,0.59%,969.8MiB / 15.47GiB
14:27:28,lucky-star-member-service,0.18%,701.6MiB / 15.47GiB
14:27:28,lucky-star-wallet-service,13.45%,893.1MiB / 15.47GiB
14:27:28,lucky-star-admin-service,3.64%,658.8MiB / 15.47GiB
14:27:28,lucky-star-rank-service,5.60%,631.2MiB / 15.47GiB
14:27:28,lucky-star-notification-service,0.27%,343.2MiB / 15.47GiB
14:27:28,lucky-star-kafka-ui,0.05%,282.4MiB / 15.47GiB
14:27:28,lucky-star-postgres,2.06%,825MiB / 15.47GiB
14:27:28,lucky-star-redis,2.25%,12.67MiB / 15.47GiB
14:27:28,lucky-star-kafka,12.80%,1.227GiB / 15.47GiB
14:27:28,lucky-star-mysql,11.63%,599.4MiB / 15.47GiB
14:27:28,lucky-star-grafana,0.08%,52.25MiB / 15.47GiB
14:27:28,lucky-star-prometheus,0.38%,65.61MiB / 15.47GiB
14:27:28,lucky-star-zookeeper,0.05%,134.4MiB / 15.47GiB
14:27:30,lucky-star-gateway-service,0.73%,517.5MiB / 15.47GiB
14:27:30,lucky-star-game-service,0.22%,968.8MiB / 15.47GiB
14:27:30,lucky-star-member-service,0.19%,701.3MiB / 15.47GiB
14:27:30,lucky-star-wallet-service,16.55%,892.9MiB / 15.47GiB
14:27:30,lucky-star-admin-service,6.49%,658.8MiB / 15.47GiB
14:27:30,lucky-star-rank-service,7.30%,630.9MiB / 15.47GiB
14:27:30,lucky-star-notification-service,0.32%,343.7MiB / 15.47GiB
14:27:30,lucky-star-kafka-ui,0.05%,282.4MiB / 15.47GiB
14:27:30,lucky-star-postgres,1.75%,824.4MiB / 15.47GiB
14:27:30,lucky-star-redis,8.79%,13.23MiB / 15.47GiB
14:27:30,lucky-star-kafka,17.72%,1.226GiB / 15.47GiB
14:27:30,lucky-star-mysql,12.85%,598.2MiB / 15.47GiB
14:27:30,lucky-star-grafana,0.04%,52.25MiB / 15.47GiB
14:27:30,lucky-star-prometheus,0.89%,65.47MiB / 15.47GiB
14:27:30,lucky-star-zookeeper,0.05%,134.9MiB / 15.47GiB
14:27:32,lucky-star-gateway-service,0.17%,517.2MiB / 15.47GiB
14:27:32,lucky-star-game-service,0.27%,968.8MiB / 15.47GiB
14:27:32,lucky-star-member-service,0.29%,701.3MiB / 15.47GiB
14:27:32,lucky-star-wallet-service,20.15%,892.7MiB / 15.47GiB
14:27:32,lucky-star-admin-service,7.02%,658.4MiB / 15.47GiB
14:27:32,lucky-star-rank-service,9.90%,630.2MiB / 15.47GiB
14:27:32,lucky-star-notification-service,1.32%,343.2MiB / 15.47GiB
14:27:32,lucky-star-kafka-ui,0.08%,282.4MiB / 15.47GiB
14:27:32,lucky-star-postgres,1.92%,824.9MiB / 15.47GiB
14:27:32,lucky-star-redis,3.88%,12.69MiB / 15.47GiB
14:27:32,lucky-star-kafka,129.95%,1.288GiB / 15.47GiB
14:27:32,lucky-star-mysql,16.88%,599.3MiB / 15.47GiB
14:27:32,lucky-star-grafana,0.06%,52.25MiB / 15.47GiB
14:27:32,lucky-star-prometheus,0.42%,66.07MiB / 15.47GiB
14:27:32,lucky-star-zookeeper,0.07%,134.4MiB / 15.47GiB
14:27:34,lucky-star-gateway-service,0.13%,517.2MiB / 15.47GiB
14:27:34,lucky-star-game-service,0.19%,968.9MiB / 15.47GiB
14:27:34,lucky-star-member-service,0.80%,701.7MiB / 15.47GiB
14:27:34,lucky-star-wallet-service,13.89%,893.6MiB / 15.47GiB
14:27:34,lucky-star-admin-service,3.66%,658.6MiB / 15.47GiB
14:27:34,lucky-star-rank-service,5.11%,630.9MiB / 15.47GiB
14:27:34,lucky-star-notification-service,0.60%,343.2MiB / 15.47GiB
14:27:34,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:27:34,lucky-star-postgres,1.55%,824.4MiB / 15.47GiB
14:27:34,lucky-star-redis,2.22%,12.21MiB / 15.47GiB
14:27:34,lucky-star-kafka,13.46%,1.227GiB / 15.47GiB
14:27:34,lucky-star-mysql,11.67%,599.2MiB / 15.47GiB
14:27:34,lucky-star-grafana,0.04%,52.25MiB / 15.47GiB
14:27:34,lucky-star-prometheus,0.51%,65.3MiB / 15.47GiB
14:27:34,lucky-star-zookeeper,0.05%,134.4MiB / 15.47GiB
14:27:36,lucky-star-gateway-service,3.67%,517.2MiB / 15.47GiB
14:27:36,lucky-star-game-service,4.10%,968.9MiB / 15.47GiB
14:27:36,lucky-star-member-service,2.17%,701.8MiB / 15.47GiB
14:27:36,lucky-star-wallet-service,19.55%,892.9MiB / 15.47GiB
14:27:36,lucky-star-admin-service,1.21%,659.1MiB / 15.47GiB
14:27:36,lucky-star-rank-service,3.00%,630.9MiB / 15.47GiB
14:27:36,lucky-star-notification-service,4.36%,343MiB / 15.47GiB
14:27:36,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:27:36,lucky-star-postgres,0.43%,825.4MiB / 15.47GiB
14:27:36,lucky-star-redis,0.85%,12.93MiB / 15.47GiB
14:27:36,lucky-star-kafka,8.40%,1.228GiB / 15.47GiB
14:27:36,lucky-star-mysql,17.70%,599MiB / 15.47GiB
14:27:36,lucky-star-grafana,0.03%,52.25MiB / 15.47GiB
14:27:36,lucky-star-prometheus,0.45%,65.36MiB / 15.47GiB
14:27:36,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:27:38,lucky-star-gateway-service,0.10%,517.2MiB / 15.47GiB
14:27:38,lucky-star-game-service,0.61%,968.4MiB / 15.47GiB
14:27:38,lucky-star-member-service,0.26%,701.3MiB / 15.47GiB
14:27:38,lucky-star-wallet-service,15.74%,892.6MiB / 15.47GiB
14:27:38,lucky-star-admin-service,5.25%,658.4MiB / 15.47GiB
14:27:38,lucky-star-rank-service,6.97%,630.4MiB / 15.47GiB
14:27:38,lucky-star-notification-service,0.35%,343.9MiB / 15.47GiB
14:27:38,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:27:38,lucky-star-postgres,4.55%,828.2MiB / 15.47GiB
14:27:38,lucky-star-redis,2.85%,12.94MiB / 15.47GiB
14:27:38,lucky-star-kafka,17.23%,1.227GiB / 15.47GiB
14:27:38,lucky-star-mysql,12.98%,599MiB / 15.47GiB
14:27:38,lucky-star-grafana,0.08%,52.25MiB / 15.47GiB
14:27:38,lucky-star-prometheus,0.43%,65.8MiB / 15.47GiB
14:27:38,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
14:27:40,lucky-star-gateway-service,0.70%,517.2MiB / 15.47GiB
14:27:40,lucky-star-game-service,0.22%,968.4MiB / 15.47GiB
14:27:40,lucky-star-member-service,0.20%,701.6MiB / 15.47GiB
14:27:40,lucky-star-wallet-service,16.96%,893.4MiB / 15.47GiB
14:27:40,lucky-star-admin-service,7.61%,657.9MiB / 15.47GiB
14:27:40,lucky-star-rank-service,7.10%,630.9MiB / 15.47GiB
14:27:40,lucky-star-notification-service,0.35%,344MiB / 15.47GiB
14:27:40,lucky-star-kafka-ui,0.06%,282.4MiB / 15.47GiB
14:27:40,lucky-star-postgres,1.56%,824.6MiB / 15.47GiB
14:27:40,lucky-star-redis,2.83%,12.44MiB / 15.47GiB
14:27:40,lucky-star-kafka,17.25%,1.228GiB / 15.47GiB
14:27:40,lucky-star-mysql,12.78%,599MiB / 15.47GiB
14:27:40,lucky-star-grafana,0.08%,52.25MiB / 15.47GiB
14:27:40,lucky-star-prometheus,1.85%,66.67MiB / 15.47GiB
14:27:40,lucky-star-zookeeper,0.04%,134.4MiB / 15.47GiB
14:27:42,lucky-star-gateway-service,0.10%,517.2MiB / 15.47GiB
14:27:42,lucky-star-game-service,1.59%,968.9MiB / 15.47GiB
14:27:42,lucky-star-member-service,0.19%,701.5MiB / 15.47GiB
14:27:42,lucky-star-wallet-service,16.05%,893.1MiB / 15.47GiB
14:27:42,lucky-star-admin-service,4.61%,658.6MiB / 15.47GiB
14:27:42,lucky-star-rank-service,6.34%,630.7MiB / 15.47GiB
14:27:42,lucky-star-notification-service,1.29%,343.7MiB / 15.47GiB
14:27:42,lucky-star-kafka-ui,0.07%,282.4MiB / 15.47GiB
14:27:42,lucky-star-postgres,1.77%,824.6MiB / 15.47GiB
14:27:42,lucky-star-redis,4.34%,12.95MiB / 15.47GiB
14:27:42,lucky-star-kafka,15.99%,1.228GiB / 15.47GiB
14:27:42,lucky-star-mysql,13.38%,599.3MiB / 15.47GiB
14:27:42,lucky-star-grafana,0.06%,52.25MiB / 15.47GiB
14:27:42,lucky-star-prometheus,0.32%,66.02MiB / 15.47GiB
14:27:42,lucky-star-zookeeper,0.06%,134.4MiB / 15.47GiB
